"alg-geom/9711020","Kalle Karu","Kalle Karu","Semistable reduction in characteristic 0 for families of surfaces and
  three-folds","AMS-LaTeX, 7 pages",,,,"alg-geom math.AG",,"  Let F:X->B be a morphism of varieties in characteristic zero. The problem of
semistable reduction of F was stated as a problem in the combinatorics of
polyhedral complexes by Abramovich and Karu (alg-geom/9707012). In this paper
we solve the combinatorial problem when the relative dimension of F is not
bigger than 3.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 23:52:43 GMT""}]","2007-05-23"
"astro-ph/9711197","Lev Yungelson","Ene Ergma (Tartu University) and Lev R. Yungelson (Institute of
  Astronomy, Russian Ac. of Sci.)","Cyg X-3: can the compact object be a black hole?","8 pages, Latex, 2 figures, uses psfig.sty, to appear in Astronomy and
  Astrophysics",,,,"astro-ph",,"  By means of population synthesis we find that the expected Galactic number of
black holes with massive helium star companions is \sim 100 and depends on an
assumed threshold for M_{pre-BH}. The overwhelming majority of these systems
has orbital periods in excess of 10 hr, with a maximum at \sim 100 hr, while
under the Illarionov & Sunyaev (1975) disk formation criteria for accretion
from the strong stellar wind of Wolf-Rayet star disk accretion is possible only
for orbital periods below \sim 10 hr. However, the number of such short-period
systems is vanishingly small. If the accretor in Cyg X-3 is a 10 M_sun black
hole, then the accretion rate will be super-Eddington. Super-Eddington
accretion may be responsible for the formation of jets in Cyg X-3 and may also
support an X-ray luminosity as high as \sim 10^{39} erg/s. From the orbital
period distribution for neutron stars with massive helium companions we find
that if during the common envelope phase a neutron star accretes at Eddington
rate and spins-up to the equilibrium period, then in most systems it acts as a
``propeller'' and accretion from the WR star wind is impossible. For the model
with two massive helium stars as an immediate progenitor of Cyg X-3,
requirement of accomodation of two WR stars in the post-common-envelope orbit
combined with severe mass loss by them prevents formation of BH+WR systems with
orbital periods less than several days.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:35:12 GMT""}]","2007-05-23"
"astro-ph/9711198","Werner Collmar","W. Collmar (1), K. Bennett (4), H. Bloemen (2), J. J. Blom (2), W.
  Hermsen (2), G. Lichti (1), M. Pohl (1), J. Ryan (3), V. Schoenfelder (1), J.
  G. Stacy (3), H. Steinle (1), O. R. Williams (4) ((1) MPE Garching, Germany,
  (2) SRON-Utrecht, The Netherlands, (3) UNH Durham, USA, (4) SSD/ESA, The
  Netherlands)","COMPTEL observations of the quasar PKS 0528+134 during the first 3.5
  years of the CGRO mission","10 pages, 8 postscript figures, latex, to appear in: A&A 328, 33
  (1997)",,,"COMPTEL Preprint No. 35","astro-ph",,"  The COMPTEL observations of the blazar-type quasar PKS 0528+134 in the energy
range 0.75 MeV to 30 MeV carried out between April 1991 and September 1994 have
been analyzed. During the first two years PKS 0528+134 was most significantly
detected at energies above 3 MeV. During the last year there is only evidence
for the quasar at energies below 3 MeV indicating a spectral change. The
time-averaged COMPTEL energy spectrum between 0.75 MeV and 30 MeV is well
represented by a power-law shape. Spectra collected from different
observational periods reveal different power-law shapes: a hard state during
flaring observations reported by EGRET, and a soft state otherwise. The
combined simultaneous EGRET and COMPTEL spectra indicate these two spectral
states as well. During low intensisty gamma-ray phases no spectral break is
obvious from the combined COMPTEL and EGRET measurements. For the gamma-ray
flaring phases however, the combined COMPTEL and EGRET data require a spectral
bending at MeV-energies. By fitting broken power-law functions the best-fit
values for the break in photon index range between 0.6 and 1.7, and for the
break energy between ~5 MeV and ~20 MeV. Because the flux values measured by
COMPTEL below 3 MeV in both states are roughly equal, the observations would be
consistent with an additional spectral component showing up during gamma-ray
flaring phases of PKS 0528+134. Such a component could be introduced by e.g. a
high-energy electron-positron population with a low-energy cutoff in their bulk
Lorentz factor distribution. The multiwavelength spectrum of PKS 0528+134 for
gamma-ray flaring phases shows that the major energy release across the entire
electro-magnetic spectrum is measured at MeV-energies.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 14:42:16 GMT""}]","2007-05-23"
"astro-ph/9711199","Andrew Ulmer","Andrew Ulmer (1), Bohdan Paczynski (2), and Jeremy Goodman (2) ((1)
  MPI fuer Astrophysik, Garching; (2) Princeton University Observatory)","Tidal Disruption Eddington Envelopes around Massive Black Holes","6 pages including 2 figures; latex; submitted to A&A",,,"MPA-1057","astro-ph",,"  Optically-thick envelopes may form following the tidal disruption of a star
by a massive black hole. Such envelopes would reprocess hard radiation from
accretion close to the black hole into the UV and optical bands producing
AGN-luminosity flares with duration ~1 year. We show that due to relativistic
effects, the envelopes are convective. If convection is efficient, then the
structure of the envelopes is similar to that described in previous work;
however, the photospheric radius is shown to be very sensitive to the
luminosity at the envelope base, suggesting that either the envelope collapses
or the envelope expands to a maximum radius at which point a wind may set in.
For an envelope without winds, we find a maximum photospheric radius of ~10^16
cm (i.e. minimum effective temperature ~6,000 K). The evolution of the
envelopes is described based on simple energy arguments.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 13:57:48 GMT""}]","2007-05-23"
"astro-ph/9711200","Keven I. Uchida","K.I. Uchida (Ohio State Univ.), K. Sellgren (OSU), M.W. Werner (Jet
  Propulsion Lab.)","Do the Infrared Emission Features Need Ultraviolet Excitation","accepted for publication in ApJL",,"10.1086/311136",,"astro-ph",,"  We present the results of imaging spectroscopy of the reflection nebula vdB
133, obtained with the infrared camera and circular variable filter wheel on
the Infrared Space Observatory (ISO). Our observations reveal the infrared
emission features (IEFs), at 6.2, 7.7, 8.6, 11.3, and 12.7 micron, and
associated 5 -- 15 micron continuum emission. The stellar system illuminating
vdB 133 has the lowest ratio of ultraviolet (shortward of 0.4 micron) to total
flux of any stars demonstrated to date to excite the IEFs and associated
continuum emission from adjacent interstellar dust, as opposed to circumstellar
dust. The low fraction of UV flux from this system poses a problem for existing
models for the emission mechanism and emitting material, which all require
substantial UV radiation for the excitation of the IEFs and associated
continuum.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:35:43 GMT""}]","2009-10-30"
"astro-ph/9711201","Lev Yungelson","Lev R. Yungelson (Institute of Astronomy, Russian Ac. of Sci.) and
  Mario Livio (Space Telescope Science Institute)","Type Ia Supernovae: An Examination of Potential Progenitors and the
  Redshift Distribution","29 pages, Latex, 6 figures, aasms4.sty, psfig.sty, to appear in The
  Astrophysical Journal",,"10.1086/305455",,"astro-ph",,"  We examine the possibility that supernovae type Ia (SN Ia) are produced by
white dwarfs accreting from Roche-lobe filling evolved companions, under the
assumption that a strong optically thick stellar wind from accretor is able to
stabilize the mass transfer. We show that if a mass transfer phase on a thermal
timescale precedes a nuclear burning driven phase, then such systems (of which
the supersoft X-ray sources are a subgroup) can account for about 10% of the
inferred SN Ia rate.
  In addition, we examine the cosmic history of the supernova rate, and we show
that the ratio of the rate of SN Ia to the rate of supernovae produced by
massive stars (supernovae of types II, Ib, Ic) should increase from about z = 1
towards lower redshifts.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:19:33 GMT""}]","2009-10-30"
"astro-ph/9711202","A. Dolgov","A.D. Dolgov and B.E.J. Pagel","Varying leptonic chemical potentials and spatial variation of primordial
  deuterium at high z","16 pages, latex","New Astron. 4 (1999) 223-230","10.1016/S1384-1076(99)00007-X","TAC-1997-038","astro-ph hep-ph",,"  We try to explain the spatial variation of primordial deuterium suggested by
some observations by varying leptonic chemical potentials. The variation of the
latter may take place in some scenarios of leptogenesis. The model predicts a
large mass fraction of $^4 He$ (35-60%) and $^7 Li$ (up to $10^{-9}$) in
deuterium-rich regions. Because of lepton family symmetry, the angular
variations of cosmic microwave background radiation can be sufficiently small
although still observable in future measurements.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 15:45:45 GMT""}]","2009-10-30"
"cmp-lg/9711004","Corey Miller","Corey Miller, Orhan Karaali, and Noel Massey","Variation and Synthetic Speech","18 pages, 2 figures",,,"Motorola-SSML-1","cmp-lg cs.CL",,"  We describe the approach to linguistic variation taken by the Motorola speech
synthesizer. A pan-dialectal pronunciation dictionary is described, which
serves as the training data for a neural network based letter-to-sound
converter. Subsequent to dictionary retrieval or letter-to-sound generation,
pronunciations are submitted a neural network based postlexical module. The
postlexical module has been trained on aligned dictionary pronunciations and
hand-labeled narrow phonetic transcriptions. This architecture permits the
learning of individual postlexical variation, and can be retrained for each
speaker whose voice is being modeled for synthesis. Learning variation in this
way can result in greater naturalness for the synthetic speech that is produced
by the system.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 22:51:15 GMT""}]","2007-05-23"
"cond-mat/9711161","Vidar Gudmundsson","C. Steinebach, T. Kurth, D. Heitmann, V. Gudmundsson","Manifestation of the magnetic depopulation of one-dimensional subbands
  in the optical absorption of acoustic magnetoplasmons in side-gated quantum
  wires","LaTeX-file, 4 pages with 3 included ps-figures, to appear in Physica
  E","Physica B 249-251, 617 (1998)","10.1016/S0921-4526(98)00258-0",,"cond-mat.mes-hall cond-mat.str-el",,"  We have investigated experimentally and theoretically the far-infrared (FIR)
absorption of gated, deep-mesa-etched GaAs/Al$_x$Ga$_{1-x}$As quantum wires. To
overcome Kohn's theorem we have in particular prepared double-layered wires and
studied the acoustic magnetoplasmon branch. We find oscillations in the
magnetic-field dispersion of the acoustic plasmon which are traced back to the
self-consistently screened density profile in its dependence on the magnetic
depopulation of the one-dimensional subbands.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 16:57:15 GMT""}]","2007-05-23"
"cond-mat/9711162",,"Ping Ao and Xiao-Mei Zhu (Umea University)","Berry Phase and Dissipation of Topological Singularities",,,,,"cond-mat hep-ph quant-ph",,"  We outline a path integral derivation of both the transverse force, the Berry
phase, and friction for a vortex from the microscopic fermionic superfluid
theory. The derivation manifests transparently the mutual independence of the
Berry phase and dissipative terms in the effective vortex action.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 20:11:20 GMT""}]","2016-08-31"
"cond-mat/9711163","Nicholas J. Ramer","Nicholas J. Ramer and Andrew M. Rappe","Designed nonlocal pseudopotentials for enhanced transferability","ReVTeX,5 pages two-column format, 1 ps figure, submitted to Physical
  Review B - Rapid Communications",,,,"cond-mat",,"  A new pseudopotential generation method is presented which significantly
improves transferability. The method exploits the flexibility contained in the
separable Kleinman-Bylander form of the nonlocal pseudopotential [Phys. Rev.
Lett. 48, 1425 (1982)]. By adjusting the functional form of the local
potential, we are able to improve the agreement with all-electron calculations.
Results are presented for the Ca atomic pseudopotential. Configuration testing,
logarithmic derivatives and chemical hardness all confirm the accuracy of these
new pseudopotentials.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 23:46:26 GMT""}]","2007-05-23"
"cond-mat/9711164","F. Babalievski","F. Babalievski","Comment on ""Universal formulas for percolation thresholds. II. Extension
  to anisotropic and aperiodic lattices""","REVTeX, 2 pages, 1 Table, 1 PostScript figure; Comment to
  cond-mat/9706304, Phys. Rev. E 56, 322 (1997)",,,,"cond-mat.stat-mech",,"  Recently S.Galam and A.Mauger [Phys.Rev.E 56, 322 (1997); cond-mat/9706304 ]
proposed an approximant which relates the bond and the site percolation
threshold for a particular lattice. Their formula is based on a fit to exact
and simulation results obtained earlier for different periodic and aperiodic
lattices. However, the numerical result for an aperiodic dodecagonal lattice
does not agree well with the proposed formula. I present here new and more
precise data for this and other aperiodic lattices. The previously published
value for the dodecagonal lattice is confirmed. The reason for the deviation
from the Galam and Mauger approximant is discussed.
","[{""version"":""v1"",""created"":""Mon, 17 Nov 1997 23:30:27 GMT""}]","2007-05-23"
"cond-mat/9711165","S. P. Strong","S. P. Strong and J. C. Talstra","An Order Parameter for the Mott-Hubbard Transition in One Dimension","5 pages, 3 figures, REVTEX",,,"IASSNS-HEP-97/115","cond-mat.str-el",,"  We propose an order parameter for the one dimensional Mott-Hubbard transition
and provide numerical evidence and general theoretical arguments for the
correctness of our proposal. In addition, we discuss some of the implications
of this picture of the one dimensional Mott-Hubbard transition and speculate
about possible higher dimensional analogs.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 00:46:54 GMT""}]","2007-05-23"
"cond-mat/9711166","Yu Kin Wah","K. P. Yuen, M. F. Law, K. W. Yu (Chinese University of Hong Kong),
  Ping Sheng (Hong Kong University of Science and Technology)","Enhancement of Optical Nonlinearity Through Anisotropic Microstructures","12 pages, LaTeX format, 9 figures, preliminary results were Reported
  in the 2nd Tohwa University International Meeting on Statistical Physics held
  on November 4-7, 1997, accepted for publication by Optics Communications on 7
  November 1997","Optics Communications 148, 197 (1998)","10.1016/S0030-4018(97)00665-2 10.1103/PhysRevE.56.R1322",,"cond-mat.soft cond-mat.dis-nn physics.optics",,"  We investigate the polarization dependence of optical nonlinearity
enhancement for a uniaxial anisotropic composite of metal nanocrystals in a
dielectric host. Three cases are distinguished depending on whether the
polarization is parallel, perpendicular or unpolarized with respect to the axis
of anisotropy. For the parallel polarization, the results show that the 3D
results are qualitatively similar to the 2D case reported recently. For the
perpendicular polarization, the results are markedly different from the
parallel counterpart: In contrast to the absorption, the enhancement factor
actually increases with the anisotropy. Thus the separation of the absorption
and enhancement peaks becomes even more pronounced than the parallel
polarization case. These results indicate a strong polarization dependence of
the nonlinear optical response.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 05:26:53 GMT""}]","2007-05-23"
"cond-mat/9711167","Vadim Ponomarenko","Vadim Ponomarenko (A.F.Ioffe PTI, Petersburg) and Naoto Nagaosa
  (Department of Applied Physics, University of Tokyo)","Transport through a 1D Mott-Hubbard insulator of finite length","revised version to appear in PRL, added 2 figures, rewritten the
  introduction piece and corrected typos",,"10.1103/PhysRevLett.81.2304",,"cond-mat",,"  Transport through a 1D Mott-Hubbard insulator of a finite length $L$ is
studied beyond perturbative approach. At special value of the low energy
constant of the interaction we have mapped the problem onto the exactly
solvable models and found current vs. voltage $V$ at high temperature
$T>max(m,T_L)$ and at low energy $T,V<T_L$ ($T_L=v_c/L$; $v_c:$ charge
velocity). The result shows that for the strong interaction creating a large
Mott-Hubbard gap $2m \gg T_L $ inside the wire, the transport is suppressed
near half-filling everywhere inside the gap except for an exponentially small
region of $V,T < T_L exp(-2m/T_L)$.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 03:19:57 GMT""},{""version"":""v2"",""created"":""Sun, 9 Aug 1998 15:10:13 GMT""}]","2009-10-30"
"cond-mat/9711168","Efim Kats","E. I. Kats, V. V. Lebedev, S. V. Malinin","Dynamic Fluctuation Phenomena in Double Membrane Films","7 pages, Revtex",,"10.1134/1.558585",,"cond-mat.soft",,"  Dynamics of double membrane films is investigated in the long-wavelength
limit including the overdamped squeezing mode. We demonstrate that thermal
fluctuations essentially modify the character of the mode due to its nonlinear
coupling to the transversal shear hydrodynamic mode. The corresponding Green
function acquires as a function of the frequency a cut along the imaginary
semi-axis. Fluctuations lead to increasing the attenuation of the squeezing
mode it becomes larger than the `bare' value.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 08:17:26 GMT""}]","2009-10-30"
"cond-mat/9711169","Kare Olaussen","Anders Kristoffersen, Stefan Mashkevich, Jan Myrheim, Kaare Olaussen","The fourth virial coefficient of anyons","30 pages, 12 figures, LaTeX2e",,"10.1142/S0217751X9800175X","Theoretical Physics Seminar in Trondheim, No 15, 1997","cond-mat.stat-mech cond-mat.mes-hall",,"  We have computed by a Monte Carlo method the fourth virial coefficient of
free anyons, as a function of the statistics angle theta. It can be fitted by a
four term Fourier series, in which two coefficients are fixed by the known
perturbative results at the boson and fermion points. We compute partition
functions by means of path integrals, which we represent diagrammatically in
such a way that the connected diagrams give the cluster coefficients. This
provides a general proof that all cluster and virial coefficients are finite.
We give explicit polynomial approximations for all path integral contributions
to all cluster coefficients, implying that only the second virial coefficient
is statistics dependent, as is the case for two-dimensional exclusion
statistics. The assumption leading to these approximations is that the tree
diagrams dominate and factorize.
","[{""version"":""v1"",""created"":""Tue, 18 Nov 1997 08:31:27 GMT""}]","2009-10-30"
