"adap-org/9711002","Carmen P. C. do Prado","S. T. R. Pinho, C. P. C. Prado, and O. Kinouchi","Absence of self-organized criticality in a random-neighbor version of
  the OFC stick-slip model","7 pages, 4 figures, submitted to Physica A",,"10.1016/S0378-4371(98)00181-2",,"adap-org nlin.AO",,"  We report some numerical simulations to investigate the existence of a
self-organized critical (SOC) state in a random-neighbor version of the OFC
model for a range of parameters corresponding to a non-conservative case. In
contrast to a recent work, we do not find any evidence of SOC. We use a more
realistic distribution of energy among sites to perform some analytical
calculations that agree with our numerical conclusions.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 17:51:17 GMT""}]","2015-06-24"
"astro-ph/9711303","Stephen D. Burns","Stephen D. Burns","Isentropic and Isocurvature Axion Perturbations in Inflationary
  Cosmology","48 pages, 22 figures, 2 tables",,,"UCLA/97/TEP/27","astro-ph",,"  Isentropic and isocurvature axion inflationary perturbations are studied in
detail. If isocurvature perturbations are present, COBE requires the
inflationary Hubble constant to be rather small, $H_{I} \stackrel{<}{\sim}
10^{12}$GeV, regardless of the inflation model. Microwave background
anisotropies are calculated for CDM models with a mixture of axion and
supersymmetric CDM. The angular power spectrum of the microwave background
depends not only on the amplitude of the isocurvature power spectrum but also
on $\Omega_{a}$. The Saskatoon data and $\sigma_{8}$ are used to constrain the
contribution of axion isocurvature perturbations. Consistency with the
Saskatoon data requires the square of the amplitude of the isocurvature
perturbations to be $\stackrel{<}{\sim} 0.1$ times that of the adiabatic
perturbations at $\ell=87$, and $\stackrel{<}{\sim} 10^{-3}-10^{-2}$ that of
the adiabatic perturbations at $\ell=237$. Although not dominant, isocurvature
perturbations are not yet ruled out. The consequences of isocurvature
perturbations for axions and inflation are discussed.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 20:15:57 GMT""}]","2016-08-30"
"astro-ph/9711304","Stephen D. Burns","Stephen D. Burns","Microwave Background Anisotropy and Large Scale Structure in Warm Dark
  Matter Models","22 pages, 12 figures, 4 tables",,,"UCLA/97/TEP/28","astro-ph",,"  Large scale structure and microwave background anisotropies are studied for
warm dark matter models. Two warm dark matter candidates are considered:
gravitinos and sterile neutrinos. Linear large scale structure properties such
as $\sigma_{8}$ and the excess power are calculated, as well as microwave
background anisotropies. A rather robust feature of warm dark matter models is
that the large scale structure properties are similar to those of mixed dark
matter, but that the microwave background anisotropy is very similar to that of
standard cold dark matter.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 20:24:55 GMT""}]","2007-05-23"
"astro-ph/9711305","Richard Barvainis","Richard Barvainis","Molecular Emission Lines from High Redshift AGNs","To appear in ``Highly Redshifted Radio Lines,'' eds C. Carilli et al.
  Latex file, 6 pages, with 1 ps file. Requires aaspp4.sty and psfig.sty,
  included",,,,"astro-ph",,"  A brief overview is given of the current status of molecular emission line
observations at high redshift. New observations are presented of CO in the
gravitationally lensed quasar MG 0414+0534 (detected) and the unlensed quasar
PG 1634+706 (not detected). Also noted are the results of a partially completed
search for water maser emission in several redshift bands above z=0.4.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 21:16:13 GMT""}]","2007-05-23"
"astro-ph/9711306","Mark Finger","D.J. Crary, M.H. Finger, C. Kouveliotou, F. van der Hooft, M. van der
  Klis, W.H.G. Lewin, and J. van Paradijs","Hard X-ray Lags in Cygnus X-1","To appear in Astrophysical Journal Letters",,"10.1086/311129",,"astro-ph",,"  We have used the Fourier cross spectra of Cyg X-1, as obtained with BATSE
during a period of almost 2000 days, to estimate the phase (or time) lags
between X-ray flux variations in the 20-50 keV and the 50-100 keV bands as a
function of Fourier frequency, nu. We find that these lag spectra do not depend
on source state, as measured by the fractional rms variations of the X-ray
flux. For frequencies well below the Nyquist frequency the variations in the
50-100 keV band lag those in the 20-50 keV band by a time interval proportional
to nu^{-0.8}. Binning effects cause the observed hard X-ray time lags to
decrease to zero at the Nyquist frequency. Some previous results on time lags
were affected by these binning effects. At photon energies above 10 keV the
time lags are approximately proportional to the logarithm of the ratio the
energies of the passbands used.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 23:02:35 GMT""}]","2009-10-30"
"astro-ph/9711307","Jay Salmonson","J. R. Wilson (1 and 2), J. D. Salmonson (1), G. J. Mathews (2) ((1)
  Lawrence Livermore National Laboratory, (2) University of Notre Dame)","A Binary Neutron Star GRB Model","5 pages, 2 figures. Submitted to the Conference Proceedings of the
  4th Huntsville Gamma-Ray Burst Symposium",,"10.1063/1.55436","UCRL-JC-129080","astro-ph",,"  In this paper we present the preliminary results of a model for the
production of gamma-ray bursts (GRBs) through the compressional heating of
binary neutron stars near their last stable orbit prior to merger.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 01:06:05 GMT""}]","2009-10-30"
"astro-ph/9711308","Chun-Yu Ma","Chun-yu Ma (1,2) and Peter L Biermann (2) ((1) Purple Mountain
  Observatory, Nanjing, China, (2) MPIfR, Bonn, Germany)","On the dynamo driven accretion disks","19 pages, 5 eps figures, uses aasms4.sty, accepted to A&A",,,,"astro-ph",,"  We add the $\alpha-$ effect in the dynamo driven accretion disk model
proposed by Tout & Pringle (1992), i.e., a dynamo model depends on the physical
processes such as Parker instability, Balbus-Hawley instability, magnetic field
reconnection and $\alpha-\omega$ mean field dynamo as well. The $\alpha-$
effect in the dynamo mechanism is determined by the strength of turbulence of
the accretion flow. When the turbulent Mach number $M_t$ is less than 0.25, the
solutions of the magnetic fields oscillate around their equilibrium values. The
increase of the value of $M_t$ makes the amplitude of the oscillation smaller
and the period longer, but does not affect the equilibrium values. The
Shakura-Sunyaev viscosity parameter $\alpha_{SS}$ oscillates around the
equilibrium value of 0.33. When the turbulent Mach number $M_t$ is larger than
0.25, the magnetic field components reach a stable state. In the non-linear
dynamo region, the critical turbulent Mach number $M_t$ is 0.44 rather than
0.25. The oscillating magnetic fields and viscosity parameter can explain the
basic properties of the dwarf nova eruptions and some properties of quiescent
disks (Armitage et al. 1996).
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 01:17:26 GMT""}]","2007-05-23"
"astro-ph/9711309","Chun-Yu Ma","Chun-yu Ma (1), Ding-yi Mao (2), De-yu Wang (1) and Xin-ji Wu (3)
  ((1)Purple Mountain Observatory, Nanjing, China, (2)Dept Mathe & Phys, Hehai
  Univ, China, (3)Department of Geophysics, Peking Univ, China)","Positron-Cyclotron Maser for the Core Emissions from Pulsars","18 pages, 2 eps figures, aasms4.sty, accepted to ApSS","Astrophys.Space Sci. 257 (1998) 201-212","10.1023/A:1001149118992",,"astro-ph",,"  We use the cyclotron-maser theory to explain the core emission from the
magnetosphere of pulsars. As a kind of direct and efficient maser type of
emission, it can give rise to escaping radiation with extremely high brightness
temperature and narrow angle with respect to the magnetic axis. We find that
the growth rates and real frequencies of the O-mode electromagnetic wave
propagating parallel to the magnetic fields depend on the ratio of the plasma
frequency $\omega_p$ and the gyrofrequency $\omega_b$ rather than the plasma
frequency alone, as described by other models. The emission takes place in the
region where the magnitude of $\omega_p/\omega_b$ is $10^{-2}$. The
corresponding altitude is about a few decades of neutron star radius, where the
magnetic field strength is about $10^6-10^8 G$. The qualitative spectrum and
the lower frequency cut-off of the radio emission is obtained by this model.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 01:36:45 GMT""}]","2009-10-30"
"astro-ph/9711310","Hang Bae Kim","Jihn E. Kim","The Axino-Gravitino Cosmology","latex, 8 pages, talk presented at cosmo97",,"10.1142/9789814447263_0027",,"astro-ph hep-ph",,"  A cosmological scenario of a light axino and a lighter gravitino is
presented. The most important consequence is that it can mimick the mixed dark
matter (MDM) model of the large scale structure formation. The presence of
axino and gravitino is inevitable in supergravity extension of the invisible
axion solution of the strong CP problem. The possibility of a light gravitino
is popular in the recent efforts of gauge mediated supersymmetry breaking.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 01:46:18 GMT""}]","2016-10-26"
"astro-ph/9711311","Kazuhito Hatano","K. Hatano, D. Branch, J. Deaton (U. of Oklahoma)","Extinction and the Radial Distribution of Supernova Properties in Their
  Parent Galaxies","14 pages, 4 figures",,"10.1086/305903","UOK-97-11","astro-ph",,"  We use a Monte Carlo technique and assumed spatial distributions of dust and
supernova (SN) progenitors in a simple model of a characteristic SN--producing
disk galaxy to explore the effects of extinction on the radial distributions of
SN properties in their parent galaxies. The model extinction distributions and
projected radial number distributions are presented for various SN types. Even
though the model has no core-collapse SNe within three kpc of the center, a
considerable fraction of the core-collapse SNe are projected into the inner
regions of inclined parent galaxies owing to their small vertical scale height.
The model predicts that because of extinction, SNe projected into the central
regions should on average appear dimmer and have a much larger magnitude
scatter than those in the outer regions. In particular, the model predicts a
strong deficit of bright core-collapse events inside a projected radius of a
few kpc. Such a deficit is found to be present in the observations. It is a
natural consequence of the characteristic spatial distributions of dust and
core-collapse SNe in galaxies, and it leads us to offer an alternative to the
conventional interpretation of the Shaw effect.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 02:19:26 GMT""}]","2009-10-30"
"astro-ph/9711312","Stefan Gottloeber","S. Gottloeber","Galaxy tracers in cosmological N-body simulations","4 pages, 2 figures in gif-format, To appear in Proceedings of the
  Potsdam Cosmology Workshop, ""Large Scale Structure: Tracks and Traces"", Sept.
  15-19, 1997",,,,"astro-ph",,"  Three halo finder algorithms - hierarchical friends-of-friends, bound density
maxima, and 6D minimum spanning tree - are discussed.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 04:14:15 GMT""}]","2007-05-23"
"astro-ph/9711313","Oleg Y. Gnedin","Oleg Y. Gnedin and Jeremiah P. Ostriker","Evolution of Globular Clusters: Effects of Tidal Shocks","4 pages, proceedings of the Galactic Halos conference, Santa Cruz,
  August 1997, ed. D. Zaritsky",,,,"astro-ph",,"  The semi-analytic theory of tidal shocks proves to be a powerful tool to
study tidal interactions of star clusters and satellite galaxies with their
massive hosts. New models of the globular cluster evolution employ a
combination of analytic estimates, solutions of the Fokker-Planck equation and
direct N-body simulations. The models predict large destruction rates for the
Galactic globular clusters. Those on the highly eccentric orbits around the
Galactic center are much more likely to be disrupted than the ones on nearly
circular orbits. The destruction rates are largely increased near the bulge.
Disruption of the low-mass clusters changes the Luminosity Function of the
Globular Cluster System, shifting the peak of the Luminosity Function to the
brighter end.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 06:25:11 GMT""}]","2007-05-23"
"astro-ph/9711314","J. Clavel","J. Clavel","ISO observations of the radio-loud BALQSO 1556+3517","5 pages, 2 figures",,,"7114","astro-ph",,"  To date, the quasar 1556+3517 is the only radio loud Broad Absorption Line
QSO (BALQSO; Becker et al. 1997). This prompted narrow band filter imaging
observations in the range 4-15 micron with the ISO satellite. The source is
clearly detected in all filters and appears point-like and isolated at the
resolution of ISO. The overall Spectral Energy Distribution (SED) in erg/s
peaks at a rest wavelength > 6 micron and is reddened by 1.6 visual magnitudes.
Correction for reddening brings 1556+3517 within 1.3 sigma from the log R = 1
dividing line between radio-loud and radio-quiet sources. The mid-IR luminosity
integrated over the 1.8-6 micron rest wavelength range is ~ 2 E+46 erg/s (Ho =
75 km/s/Mpc, qo = 0), which requires at least 4 solar masses of dust and 800
solar masses of associated gas. It is unlikely that such a large mass stems
from the BAL wind itself.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 13:49:27 GMT""}]","2007-05-23"
"astro-ph/9711315","Kailash Sahu","Kailash C.Sahu (Space Telescope Science Institute)","Search for Extra-Solar Planets Through Monitoring Microlensing Events
  from Antarctica","15 pages (with 7 embedded figures), invited talk, to be published in
  the Proceedings of the ASP Coneference on ""Astrophysics from Antarctica"",
  held June 30- July 2, 1997 in Chicago, IL",,,,"astro-ph",,"  During the months when the galactic bulge is visible from the southern
hemisphere, there are typically about 8 to 10 on-going microlensing events at
any given time. If the lensing stars have planets around them, then the
signature of the planets can be seen as sharp, extra peaks on the microlensing
light curves. And if every lensing star has a Jupiter around it, then the
probability of detecting an extra spike is of the order of 10%. Thus continuous
and frequent monitoring of the on-going microlensing events, with a sampling
interval of a few hours, provides a powerful new method to search for planets
around lensing stars.
  Such monitoring programs are now being carried out using a network of 1-meter
class telescopes situated at appropriately spaced longitudes in the southern
hemisphere (for example, by PLANET collaboration). However, the galactic bulge
is visible from the south pole throughout this period, and hence a single
automated telescope at the south-pole can provide an efficient means of
carrying out the monitoring program. Up to about 20 events can be monitored
during a single 3-month season with a 1-meter telescope, potentially leading to
the detection of two planetary signals. The telescope can also be used for
several other research projects involving microlensing and variability of
stars.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 14:58:54 GMT""}]","2007-05-23"
"chao-dyn/9711023","Ken Umeno","Ken Umeno","Superposition of chaotic process with convergence to Levy's stable law","RevTeX 8 pages, 2 color figures, notation simpified, reference added","Physical Review E Vol.58(1998),pp.2644-2647.","10.1103/PhysRevE.58.2644",,"chao-dyn cond-mat.stat-mech nlin.CD",,"  We construct a family of chaotic dynamical systems with explicit broad
distributions, which always violate the central limit theorem. In particular,
we show that the superposition of many statistically independent, identically
distributed random variables obeying such chaotic process converge in density
to Levy's stable laws in a full range of the index parameters. The theory
related to the connection between deterministic chaos and non-Gaussian
distributions gives us a systematic view of the purely mechanical generation of
Levy's stable laws.
","[{""version"":""v1"",""created"":""Wed, 26 Nov 1997 06:42:08 GMT""},{""version"":""v2"",""created"":""Fri, 28 Nov 1997 06:42:02 GMT""},{""version"":""v3"",""created"":""Sun, 4 Jan 1998 08:22:10 GMT""},{""version"":""v4"",""created"":""Tue, 20 Jan 1998 09:28:55 GMT""}]","2009-10-30"
"cond-mat/9711262","Andrej Vilfan","Andrej Vilfan, Erwin Frey, Franz Schwabl","Elastically coupled molecular motors","REVTeX, 13 pages, 11 figures; presentation improved; to appear in
  European Physical Journal B; a Java applet showing the simulation is
  accessible at http://www.physik.tu-muenchen.de/~avilfan/ecmm/","Eur. Phys. J. B 3, 535-546 (1998)","10.1007/s100510050343",,"cond-mat.soft q-bio",,"  We study the influence of filament elasticity on the motion of collective
molecular motors. It is found that for a backbone flexibility exceeding a
characteristic value (motor stiffness divided through the mean displacement
between attached motors), the ability of motors to produce force reduces as
compared to rigidly coupled motors, while the maximum velocity remains
unchanged. The force-velocity-relation in two different analytic approximations
is calculated and compared with Monte-Carlo simulations. Finally, we extend our
model by introducing motors with a strain-dependent detachment rate. A
remarkable crossover from the nearly hyperbolic shape of the Hill curve for
stiff backbones to a linear force-velocity relation for very elastic backbones
is found. With realistic model parameters we show that the backbone flexibility
plays no role under physiological conditions in muscles, but it should be
observable in certain in vitro assays.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 16:36:20 GMT""},{""version"":""v2"",""created"":""Mon, 8 Jun 1998 16:42:26 GMT""}]","2007-05-23"
"cond-mat/9711266","Eric Jeckelmann","Eric Jeckelmann (University of California, Irvine)","Mott-Peierls Transition in the extended Peierls-Hubbard model","4 pages with 3 embedded eps figures","Physical Review B 57, 11838 (1998)","10.1103/PhysRevB.57.11838",,"cond-mat.str-el",,"  The one-dimensional extended Peierls-Hubbard model is studied at several band
fillings using the density matrix renormalization group method. Results show
that the ground state evolves from a Mott-Peierls insulator with a correlation
gap at half-filling to a soliton lattice with a small band gap away from
half-filling. It is also confirmed that the ground state of the Peierls-Hubbard
model undergoes a transition to a metallic state at finite doping. These
results show that electronic correlations effects should be taken into account
in theoretical studies of doped polyacetylene. They also show that a
Mott-Peierls theory could explain the insulator-metal transition observed in
this material.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:04:18 GMT""}]","2009-10-30"
"cond-mat/9711267","Li Dingping","Dingping Li","Hierarchical Wave Functions Revisited","28 pages, Latex","Nucl. Phys. B528 (FS), 701-726 (1998)","10.1016/S0550-3213(98)00325-3","ICTP-HE-97","cond-mat.mes-hall hep-th",,"  We study the hierarchical wave functions on a sphere and on a torus. We
simplify some wave functions on a sphere or a torus using the analytic
properties of wave functions. The open question, the construction of the wave
function for quasielectron excitations on a torus, is also solved in this
paper.
","[{""version"":""v1"",""created"":""Tue, 25 Nov 1997 18:14:48 GMT""}]","2009-10-30"
