"alg-geom/9710026","Dmitry Kaledin","D. Kaledin","Hyperkaehler structures on total spaces of holomorphic cotangent bundles","100 pages, LaTeX2e",,,,"alg-geom math.AG",,"  Let $M$ be a Kaehler manifold, and consider the total space $T^*M$ of the
cotangent bundle to $M$. We show that in the formal neighborhood of the zero
section $M \subset T^*M$ the space $T^*M$ admits a canonical hyperkaehler
structure, compatible with the complex and holomorphic symplectic structures on
$T^*M$. The associated hyperkaehler metric $h$ coincides with the given Kaehler
metric on the zero section $M \subset T^*M$. Moreover, $h$ is invariant under
the canonical circle action on $T^*M$ by dilatations along the fibers of $T^*M$
over $M$. We show that a hyperkaehler structure with these properties is
unique. When the Kaehler metric on $M$ is real-analytic, we show that this
formal hyperkaehler structure can be extended to an open neighborhood of the
zero section. We also prove a hyperkaehler analog of the Darboux-Weinstein
Theorem. To prove these results, we use the machinery of $R$-Hodge structures,
following Deligne and Simpson.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 03:14:16 GMT""}]","2007-05-23"
"astro-ph/9710253","Dr. Yi-nan Chin","Y.-N. Chin, C. Henkel, T.J. Millar, J.B. Whiteoak, M. Marx-Zimmer","Molecular abundances in the Magellanic Clouds III. LIRS 36, a
  star-forming region in the SMC","9 pages gzip-compressed .tar file including three figures, To appear
  in A&A Main Journal, further comments: please contact Yi-nan Chin
  (einmann@biaa.sinica.edu.tw)",,,,"astro-ph",,"  Detections of CO, CS, SO, C2H, HCO+, HCN, HNC, H2CO, and C3H2 reported from
LIRS 36, a star-forming region in the Small Magellanic Cloud. C18O, NO, CH3OH,
and most notably CN have not been detected, while the rare isotopes 13CO and,
tentatively, C34S are seen. This is so far the most extensive molecular
multiline study of an interstellar medium with a heavy element depletion
exceeding a factor of four. The X = N(H_2)/I_{CO} conversion factor is ~ 4.8 x
10^{21} cm-2 (Kkms-1)^{-1}, slightly larger than the local Galactic disk value.
The CO (1--0) beam averaged column density then becomes N(H2) ~ 3.7 x 10^{21}
cm-2 and the density n(H2) ~ 100 cm-3. I(\HCOp)/I(HCN) and I(HCN)/I(HNC) line
intensity ratios are > 1 and trace a warm (Tkin > 10 K) molecular gas exposed
to a high ionizing flux. Detections of the CS J=2--1, 3--2, and 5--4 lines
imply the presence of a high density core with n(H2) = 10^5 - 10^7 cm-3. In
contrast to star-forming regions in the LMC, the CN 1--0 line is substantially
weaker than the corresponding ground rotational transitions of HCN, HNC, and
CS. CO, CS, HCO+, and H2CO fractional abundances are a factor ~ 10 smaller than
corresponding values in Galactic disk clouds.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 07:16:30 GMT""}]","2007-05-23"
"astro-ph/9710254","Dr. Yi-nan Chin","C. Henkel, Y.-N. Chin, R. Mauersberger, J.B. Whiteoak","Dense gas in nearby galaxies XI. Interstellar 12C/13C ratios in the
  central regions of M82 and IC342","8 pages, including three figures, To appear in A&A Main Journal,
  further comments: please contact Yi-nan Chin (einmann@biaa.sinica.edu.tw)","Astron.Astrophys.329:443,1998",,,"astro-ph",,"  $^{12}$C$/^{13}$C line intensity ratios have been derived from several
carbon-bearing molecules to confine the range of carbon and oxygen isotope
abundance ratios toward the nuclear regions of two infrared bright galaxies.
The most stringent limits are obtained from CN mm-wave emission lines.
Supplementary measurements toward the Galactic center region indicate that
overall I(12CN)/I(13CN) line intensity ratios are giving lower limits to the
corresponding 12C/13C abundance ratio. Toward M 82 and IC 342, we find 12C/13C
> 40 and >30. Therefore the smaller 12C/13C ratio of our own Galactic center
region (25) may not be typical for central regions of galaxies which are more
luminous in the infrared.
  The 12C/13C limits and data from various isotopic species of CO also infer
16O/18O abundance ratios of > 90 and > 125 for M 82 and IC 342, respectively.
  From the I(HC14N)/I(HC15N) line intensity ratio, 14N/15N > 100 is derived for
M 82.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 08:01:44 GMT""}]","2011-05-23"
"astro-ph/9710255","Garrelt Mellema","Garrelt Mellema (1) and Adam Frank (2) ((1) Stockholm Observatory,
  Sweden, (2) Dept. of Physics & Astronomy, Univ. of Rochester, USA)","Outflow collimation in young stellar objects","13 pages, 7 figures. MNRAS Latex style",,"10.1093/mnras/292.4.795",,"astro-ph",,"  In this paper we explore the effect of radiative losses on purely
hydrodynamic jet collimation models applicable to Young Stellar Objects (YSOs).
In our models aspherical bubbles form from the interaction of a central YSO
wind with an aspherical circum-protostellar density distribution. Building on a
previous non-radiative study (Frank & Mellema 1996) we demonstrate that
supersonic jets are a natural and robust consequence of aspherical wind-blown
bubble evolution. The simulations show that the addition of radiative cooling
makes the hydrodynamic collimation mechanisms studied by Frank & Mellema (1996)
more effective. An unexpected result is the production of cool, dense jets
forming through conical converging flows at the poles of the bubbles. For
steady winds the formation of these jets occurs early in the bubble evolution.
At later times we find that the dynamical and cooling time scales for the jet
material become similar. Since observations of YSO jets show considerable
variability in the jet beam we present a simple one-dimensional (1-D) model for
the evolution of a variable wind interacting with an accreting environment.
These models indicate that, in the presence of a varying protostellar wind, the
hydrodynamic collimation processes studied in our simulations can produce cool
jets with sizes and time scales consistent with observations.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:07:05 GMT""}]","2015-06-24"
"astro-ph/9710256","Ripepi","V. Castellani, A. Di Paolantonio, A. M. Piersimoni and V. Ripepi","A photometric study of the field RR Lyrae stars AW Dra, AQ Lyr and CN
  Lyr","6 LaTeX pages (l-aa.sty required), 7 tables (one empty page before
  each table), 5 postscript figures. Accepted by A&AS",,,,"astro-ph",,"  We present CCD lightcurves for the three field RR Lyrae AQ Lyr, CN Lyr and AW
Dra observed at the Teramo TNT telescope. Stellar temperatures have been
derived from the observed mean colors, allowing a comparison with recent
theoretical predictions on RR Lyrae lightcurves. As for the two metal rich
pulsators in the sample we suggest that CN Lyr has been possibly misclassified,
being a c-type pulsator. This gives a warning against the possible
contamination with first overtone (FO) pulsators of observational samples of
field ab type stars. On the other hand, if CN Lyr belongs to the low amplitude,
b-type fundamental pulsators, it shows a lightcurve with a slow risetime not
jet predicted by theory. AQ Lyrae appears as a metal rich ab type pulsator,
with the expected luminosity but with amplitude lower than predicted by theory.
Finally, we find that AW Dra behaves as a metal poor fundamental (F) pulsator,
crossing the instability strip well above the corresponding Zero Age Horizontal
Branch (ZAHB) luminosity level.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 09:54:19 GMT""}]","2007-05-23"
"astro-ph/9710257","Armando Perez","L. B. Leinson and A. Perez","Collective effects in $\nu \bar{\nu}$ synchrotron radiation from neutron
  stars","14 pages, 2 figures","Phys.Rev. D59 (1999) 043002","10.1103/PhysRevD.59.043002","FTUV/98-43 and IFIC/98-44","astro-ph hep-ph",,"  We have considered collective effects in $\nu \bar{\nu}$ synchrotron
radiation from an ultrarelativistic degenerate electron gas in neutron stars
with strong magnetic fields. For this problem we apply a calculation method
which explicitly makes use of the fact that the radiating electron moves
semi-classically, but takes into account the interaction among particles in a
quantum way. First we apply this method to calculate $\nu \bar{\nu}$
synchrotron radiation by an ultrarelativistic electron in vacuum and we compare
this result with that obtained previously by other techniques. When a
degenerate plasma is considered, we show that collective effects lead to an
essential enhancement (about three times) of the vector weak-current
contribution to neutrino pair emissivity.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 10:27:12 GMT""},{""version"":""v2"",""created"":""Mon, 25 May 1998 11:16:46 GMT""}]","2009-10-30"
"astro-ph/9710258","Debbie Howell","Alec Boksenberg","Metal systems of the Lyman forest","6 pages, LaTex with 7 Postscript figures included. Uses conf_iap.sty.
  To appear in Structure and Evolution of the IGM from QSO Absorption Line
  Systems, Proc. 13th IAP Colloquium, eds. P. Petitjean and S. Charlot,
  Nouvelles Frontieres, Paris",,,,"astro-ph",,"  An extremely careful analysis of the forest of weak metal-line systems at z ~
2 has allowed the separation into individual `single-phase ionization'
components with accurate parameters. The systems typically span several hundred
km/s and within each the components show a strong coherence in their ionization
properties. A general feature of the observed systems is the presence of high
ionization broad components which co-exist in velocity space with more
numerous, narrow, lower ionization components. From a sample of components
extending to z ~ 3.5, taken either individually or as system totals, no rapid
evolution is found in the column density ratio N(Si IV)/N(C IV), contrary to
previous indication of a large change near z = 3.1. Comparisons of component
ion ratios including Si IV, C IV, C II and Si II from the sample at z ~ 2 with
CLOUDY derived values using several model ionizing spectra show the general
dominance of the metagalactic ionizing background over local stellar radiation
and give Si/C distributed 1-3 times the solar value. Indications of the
evolution of structure are highlighted.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 11:17:08 GMT""}]","2007-05-23"
"astro-ph/9710259","Barrau","A. Barrau, R. Bazer-Bachi, H. Cabot, L.M. Chounet, G. Debiais, B.
  Degrange, J.P. Dezalay, A. Djannati-Atai, D. Dumora, P. Espigat, B. Fabre, P.
  Fleury, G. Fontaine, R. George, C. ghesquiere, P. Goret, C. Gouiffes, I.A.
  Grenier, L. Iacoucci, S. Le Bohec, I. Malet, C. Meynadier, P. Munz, T.A.
  Palfrey, E. Pare, Y. Pons, M. Punch, J. Quebert, K. Ragan, C. Renault, M.
  Rivoal, L. Rob, P. Schovanek, D. Smith, J.P. Tavernet, J. Vrana","Spectrum and Variability of Mrk501 as observed by the CAT Imaging
  Telescope","4 pages, 4 figures, Latex",,,,"astro-ph",,"  The CAT Imaging Telescope has observed the BL Lac object Markarian 501
between March and August 1997. We report here on the variability over this time
including several large flares. We present also preliminary spectra for all
these data, for the low emission state, and for the largest flare.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 13:56:20 GMT""}]","2007-05-23"
"astro-ph/9710260","Barrau","A. Barrau, R. Bazer-Bachi, H. Cabot, L.M. Chounet, G. Debiais, B.
  Degrange, J.P. Dezalay, A. Djannati-Atai, D. Dumora, P. Espigat, B. Fabre, P.
  Fleury, G. Fontaine, R. George, C. Ghesquiere, P. Goret, C. Gouiffes, I.A.
  Grenier, L. Iacoucci, S. Le Bohec, I. Malet, C. Meynadier, P. Munz, T.A.
  Palfrey, E. Pare, Y. Pons, M. Punch, J. Quebert, K. Ragan, C. Renault, M.
  Rivoal, L. Rob, P. Schovanek, D. Smith, J.P. Tavernet, J. Vrana","Performances of the CAT imaging telescope and some preliminary results
  on Mkn 180 and the Crab","6 pages, 3 figures, Latex",,,,"astro-ph",,"  The CAT imaging telesope, which uses the Atmospheric Cherenkov Technique to
observe TeV gamma-ray sources, has been operating since September 1996. Located
in southern France, it features a fine grained camera consisting of 546 PMT
with a pixel size of 0.12 degrees. Strong gamma-ray signals from Mkn 501 above
200 GeV were detected during observations made in April 1997. The high
signal/noise ratio for these data enables direct characterization of the
gamma-ray images as recorded in the camera. These results are used to validate
the Monte-Carlo simulations of the response of the telescope to gamma-ray
showers and to improve its performances. Observational results on Mkn 180 and
the Crab nebula spectrum are presented.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 14:30:19 GMT""}]","2007-05-23"
"chao-dyn/9710019","Giovanni Gallavotti","Giovanni Gallavotti (Universita' di Roma 1, Italia)","Hamilton--Jacobi's equation and Arnold's diffusion near invariant tori
  in a priori unstable isochronous systems","10 pages","Rendiconti del Seminario Matematico, Universita` e Politecnico di
  Torino,55, 291--302, 1997",,"FM96-9","chao-dyn nlin.CD",,"  Local integrability of hyperbolic oscillators is discussed to provide an
introductory example of the Arnold's diffusion phenomenon in a forced pendulum.
This is a text prepared for the the ISI summer school of June 1997 and deals
with developments of the topics treated in the lectures.
","[{""version"":""v1"",""created"":""Thu, 23 Oct 1997 01:01:16 GMT""}]","2008-02-26"
"cond-mat/9710239","Walter Stephan","C.M. Canali, W. Stephan, L.Y. Gorelik, R.I. Shekhter and M. Jonson","Coulomb correlations and coherent charge tunneling in mesoscopic coupled
  rings","4 pages, 4 eps figures","Europhys. Lett. 40, 67 (1997)","10.1209/epl/i1997-00425-9",,"cond-mat.mes-hall cond-mat.str-el",,"  We study the effect of a strong electron-electron (e-e) interaction in a
system of two concentric one-dimensional rings with incommensurate areas A_1
and A_2, coupled by a tunnel amplitude. For noninteracting particles the
magnetic moment (persistent current) m of the many-body ground state and first
excited states is an irregular function of the external magnetic field. In
contrast, we show that when strong e-e interactions are present the magnetic
field dependence of m becomes periodic. In such a strongly correlated system
disorder can only be caused by inter-ring charge fluctuations, controllable by
a gate voltage. The oscillation period of m is proportional to 1/(A_1 + A_2) if
fluctuations are suppressed. Coherent inter-ring tunneling doubles the period
when charge fluctuations are allowed.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:01:55 GMT""}]","2009-10-30"
"cond-mat/9710240","Sadhan Kumar Adhikari","Sadhan K. Adhikari and Angsula Ghosh","Universal scaling in BCS superconductivity in two dimensions in non-s
  waves","11 pages, LATEX, 4 postscript figures embedded using epsf","J. Phys.: Cond. Mat., 10 (1998) 135","10.1088/0953-8984/10/1/015",,"cond-mat.supr-con",,"  The solutions of a renormalized BCS model are studied in two space dimensions
in $s$, $p$ and $d$ waves for finite-range separable potentials. The gap
parameter, the critical temperature $T_c$, the coherence length $\xi$ and the
jump in specific heat at $T_c$ as a function of zero-temperature condensation
energy exhibit universal scalings. In the weak-coupling limit, the present
model yields a small $\xi$ and large $T_c$ appropriate to those for high-$T_c$
cuprates. The specific heat, penetration depth and thermal conductivity as a
function of temperature show universal scaling in $p$ and $d$ waves.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:03:37 GMT""}]","2009-10-30"
"cond-mat/9710241","Georg Morten Bruun","G.M. Bruun, V.N. Nicopoulos, N.F. Johnson","Acoustic attenuation in a type-II superconductor at high magnetic fields","19 pages + 3 figures. To appear in Physical Review B","PHYS REV B 57: (5) 3051-3057 FEB 1 1998","10.1103/PhysRevB.57.3051",,"cond-mat.supr-con",,"  We have calculated the longitudinal acoustic attenuation in a type-II
superconductor in high magnetic fields within a mean-field BCS theory. We
predict two new features in the corresponding attenuation signal as compared to
that of the Meissner state. Our analytical calculations predict the existence
of oscillations in the attenuation as the external magnetic field is varied-
this effect is associated with the Landau level structure of the electron
states and is analogous to the well-known de Haas van Alphen oscillations in
the mixed state. The attenuation directly probes the quasiparticle energies;
the presence of gapless points in the quasiparticle spectrum, which is
characteristic of type-II superconductors at high magnetic fields, shows up in
the frequency and temperature dependence of the attenuation in the limit of low
frequency and low temperature respectively. At low temperature there is no
analogue to the discontinuity in the attenuation observed in the Meissner state
when $\hbar\omega=\Delta$, where $\Delta$ is the quasiparticle gap and
$=\omega$ is the frequency. This result opens up the possibility of
experimentally determining the existence and nature of the gapless points in
the quasiparticle spectrum of a type-II superconductor in high magnetic fields.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 16:54:08 GMT""}]","2009-10-30"
"cond-mat/9710242","Enzo Granato","E. Granato, J.M. Kosterlitz and M.V. Simkin","Edge effects in a frustrated Josephson junction array with modulated
  couplings","8 pages with figs, RevTeX, to appear in Phys. Rev. B","Phys. Rev. B57, 3602 (1998)","10.1103/PhysRevB.57.3602",,"cond-mat.supr-con",,"  A square array of Josephson junctions with modulated strength in a magnetic
field with half a flux quantum per plaquette is studied by analytic arguments
and dynamical simulations. The modulation is such that alternate columns of
junctions are of different strength to the rest. Previous work has shown that
this system undergoes an XY followed by an Ising-like vortex lattice
disordering transition at a lower temperature. We argue that resistance
measurements are a possible probe of the vortex lattice disordering transition
as the linear resistance $R_{L}(T)\sim A(T)/L$ with $ A(T) \propto (T-T_{cI})$
at intermediate temperatures $T_{cXY}>T>T_{cI}$ due to dissipation at the array
edges for a particular geometry and vanishes for other geometries. Extensive
dynamical simulations are performed which support the qualitative physical
arguments.
","[{""version"":""v1"",""created"":""Wed, 22 Oct 1997 18:50:47 GMT""}]","2009-10-30"
