"alg-geom/9712002","Yuri Tschinkel","Victor V. Batyrev and Yu. Tschinkel","Tamagawa numbers of polarized algebraic varieties","54 pages, minor corrections",,,,"alg-geom math.AG",,"  Let ${\cal L} = (L, \| \cdot \|_v)$ be an ample metrized invertible sheaf on
a smooth quasi-projective algebraic variety $V$ defined over a number field.
Denote by $N(V,{\cal L},B)$ the number of rational points in $V$ having ${\cal
L}$-height $\leq B$. We consider the problem of a geometric and arithmetic
interpretation of the asymptotic for $N(V,{\cal L},B)$ as $B \to \infty$ in
connection with recent conjectures of Fujita concerning the Minimal Model
Program for polarized algebraic varieties.
  We introduce the notions of ${\cal L}$-primitive varieties and ${\cal
L}$-primitive fibrations. For ${\cal L}$-primitive varieties $V$ over $F$ we
propose a method to define an adelic Tamagawa number $\tau_{\cal L}(V)$ which
is a generalization of the Tamagawa number $\tau(V)$ introduced by Peyre for
smooth Fano varieties. Our method allows us to construct Tamagawa numbers for
$Q$-Fano varieties with at worst canonical singularities. In a series of
examples of smooth polarized varieties and singular Fano varieties we show that
our Tamagawa numbers express the dependence of the asymptotic of $N(V,{\cal
L},B)$ on the choice of $v$-adic metrics on ${\cal L}$.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:38:41 GMT""},{""version"":""v2"",""created"":""Wed, 17 Dec 1997 18:30:53 GMT""}]","2007-05-23"
"astro-ph/9712024","T. Contini","T. Contini (1,2), S. Considere (3) and E. Davoust (1) ((1)
  Observatoire Midi-Pyrenees, France; (2) Tel-Aviv University, Israel; (3)
  Observatoire de Besancon, France)","Starbursts in Barred Spiral Galaxies. III. Definition of a homogeneous
  sample of Starburst Nucleus Galaxies","Accepted for publication in A&A Supplement Series. 14 pages including
  12 figures and 7 tables",,"10.1051/aas:1998412",,"astro-ph",,"  This paper presents optical long-slit spectroscopic observations of 105
barred Markarian IRAS galaxies. These observations are used to determine the
spectral type of emission-line regions in the nucleus and along the bar of the
galaxies, in order to define a homogeneous sample of Starburst Nucleus Galaxies
(SBNGs). Our selection criteria have been very efficient for selecting
star-forming galaxies, since our sample of 221 emission-line regions includes
82% nuclear or extranuclear starbursts. The contamination by Seyferts is low
(9%). The remaining galaxies (9%) are objects with ambiguous classification
(HII or LINER). The dust content and Halpha luminosity increase towards the
nuclei of the galaxies. No significant variation of the electron density is
found between nuclear and bar HII regions. However, the mean Halpha luminosity
and electron density in the bar are higher than in typical disk HII regions. We
investigate different mechanisms for explaining the excess of nitrogen emission
observed in our starburst nuclei. There is no evidence for the presence of a
weak hidden active galactic nucleus in our starburst galaxies. The cause of
this excess is probably a selective enrichment of nitrogen in the nuclei of the
galaxies, following a succession of short and intense bursts of star formation.
Our sample of SBNGs, located at a mean redshift of 0.015, has moderate Halpha
(10^41 erg/s) and far infrared (10^10 Lsun) luminosities. The types are
distributed equally among early- and late-type giant spirals with a slight
preference for Sbc/Sc types because of their barred morphology. The majority
(62%) of SBNGs are isolated with no sign of gravitational interaction. In terms
of distance, luminosity and level of interaction, SBNGs are intermediate
between HII galaxies and luminous infrared galaxies.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 12:03:47 GMT""}]","2009-10-30"
"astro-ph/9712025","Pierre North","P. North, J.-M. Carquillat, N. Ginestet, F. Carrier, S. Udry","Multiplicity among peculiar A stars I. The Ap stars HD 8441 and HD
  137909, and the Am stars HD 43478 and HD 96391","10 pages, 10 figures, accepted for publication in A&AS",,"10.1051/aas:1998365",,"astro-ph",,"  We present the first results of a radial-velocity survey of cool Ap and Am
stars. HD 8441 is not only a double system with P = 106.357 days, but is a
triple one, the third companion having an orbital period larger than 5000 days.
Improved orbital elements are given for the classical Ap star HD 137909 = beta
CrB by combining our radial velocities with published ones. We yield new
orbital elements of the two Am, SB2 binaries HD 43478 and HD 96391. Good
estimates of the individual masses of the components of HD 43478 can be given
thanks to the eclipses of this system, for which an approximate photometric
solution is also proposed.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 13:08:02 GMT""}]","2009-10-30"
"astro-ph/9712026","Erik Kuulkers","Erik Kuulkers, Rudy Wijnands, Tomaso Belloni, Mariano Mendez, Michiel
  van der Klis and Jan van Paradijs","Absorption dips in GRO J1655-40: mapping the inner accretion disk","6 pages, including 3 figures. To appear in The Active X-ray Sky:
  Results from BeppoSAX and Rossi-XTE, Nuclear Physics B Proceedings
  Supplements, L. Scarsi, H. Bradt, P. Giommi and F. Fiore (eds.), Elsevier
  Science B.V",,"10.1016/S0920-5632(98)00233-3",,"astro-ph",,"  Using the RXTE PCA we discovered dips in the X-ray light curves of the
black-hole candidate GRO J1655-40 during outburst. They are short (~minute) and
deep (down to ~8% of the out-of-dip intensity). Similar kind of dips were found
in 90s measurements of the RXTE ASM during the same outburst. The occurrences
of the dips are consistent with the optically determined orbital period, and
were found between photometric orbital phases 0.72 and 0.86. This constitutes
the first evidence for orbital variations in X-rays for GRO J1655-40. The PCA
data indicate that an absorbing medium is responsible for these dips. Using
these results we are able constrain the extent of the absorbing medium and the
central X-ray source. GRO J1655-40 was in the canonical high state during our
PCA observations.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 13:50:07 GMT""}]","2015-06-24"
"astro-ph/9712027","Bryn Jones","S. Phillipps (Univ. Bristol), Q. A. Parker (A.A.O.), J. M.
  Schwartzenberg, J. B. Jones (Univ. Bristol)","Dwarf Spheroidal Galaxies in the Virgo Cluster","8 pages, LateX (uses AASTeX aas2pp4 style file, included), with one
  embedded postscript figure, also available at
  http://WWW.star.bris.ac.uk/publs_preprints/preprints.html, accepted for
  publication in the Astrophysical Journal Letters",,"10.1086/311144",,"astro-ph",,"  We present a study of the smallest and faintest galaxies found in a very deep
photographic R band survey of regions of the Virgo Cluster, totalling over 3
square degrees, made with the UK Schmidt Telescope. The objects we detect have
the same physical sizes and surface brightnesses as Local Group dwarf
spheroidal galaxies. The luminosity function of these extremely low luminosity
galaxies (down to M_R =~ -11 or about 5 X 10^{-5} L*) is very steep, with a
power law slope alpha =~ -2, as would be expected in many theories of galaxy
formation via hierarchical clustering, supporting previous observational
evidence at somewhat higher luminosities in other clusters.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 14:59:43 GMT""}]","2009-10-30"
"chao-dyn/9712001","Oleg V. Zhirov","O. V. Zhirov (Budker Indtitute of Nuclear Physics, Novosibirsk,
  Russia)","Density-Density Correlators in Infinite Random Matrices","8 pages, REVTeX, 2 PostScript figures",,,"BINP-97-95","chao-dyn nlin.CD",,"  Using the BRM theory developed recently by Fyodorov and Mirlin we calculate
the density-density correlators for Banded Random Matrix of infinite size.
Within the accuracy of $1/b^2$ ($b$ is the matrix bandwidth) it appears to be
the same in both cases of orthogonal and unitary symmetry. Moreover, its form
coincides exactly with the formula obtained long ago by Gogolin for electron
density-density correlator in strictly 1D disordered metals.
  In addition to the ``fixed energy'' density-density correlator considered in
the solid state physics we calculate also the ``time averaged'' one, which has
different properties at small separations. Our predictions are compared with
the existing numerical data.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 10:43:21 GMT""}]","2016-08-31"
"cond-mat/9712015","Zachary Ha","Z. N. C. Ha (NHMFL,Tallahasee)","New Paired-Wavefunction for the Frustrated Antiferromagnetic Spin-Half
  Chain",,,,"NHMFL-97-11","cond-mat.str-el cond-mat.supr-con",,"  I propose a new paired-wavefunction with a parameter that continuously
interpolates from the 1D Jastrow-product to the Majumdar-Ghosh
dimer-wavefunction appropriate for the frustrated Heisenberg $S = 1/2$
antiferromagnet. This spin paired-state constructed in $S_z$ basis is an
alternative to the well-known resonating-valence-bond basis state for
describing the $S = 0$ ground-state with no apparent long-range spin order.
Some numerical evidences are presented.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 17:13:57 GMT""}]","2007-05-23"
"cond-mat/9712016","Zachary Ha","Z. N. C. Ha (NHMFL, Tallahassee)","Hidden Duality and associated instabilities of Tomonaga-Luttinger Liquid
  on Lattice",,,"10.1016/S1386-9477(97)00019-2","NHMFL-97-7","cond-mat.str-el",,"  Hidden duality and associated instabilities of the spinless Luttinger liquid
on lattice are reported. The local quantum fluctuations and the long-distance
chiral modes compete and as a result produce a hierarchy of exotic
charge/density instabilities. Explicit bosonic quantum operators for the local
density fluctuations are constructed and are used to make identification of the
Luttinger liquid with the classical 2D Coulomb gas with $\theta$-term and with
the rich hidden duality.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 19:58:49 GMT""}]","2009-10-30"
"cond-mat/9712017","Alberto G. Rojo","A. G. Rojo, A. K. Sood and C. A. Balseiro","Universalities in vortex transport at the melting transition",,,,,"cond-mat.supr-con cond-mat.soft",,"  We consider the jump in resistance at the melting transition, which is
experimentally observed to be constant, independent of magnetic field (vortex
density). We present an explanation of this effect based on vortex cuttings,
and universalities of the structure factor at the freezing transition (the
Hansen-Verlet criterion).
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 20:53:37 GMT""}]","2007-05-23"
"cond-mat/9712018","James E. Gubernatis","J. Bonca, J.E. Gubernatis, M. Guerrero, Eric Jeckelmann, and Steven R.
  White","Stripes in a three-chain Hubbard ladder: a comparison of density-matrix
  renormalization group and constrained-path Monte Carlo results","Revtex, 11 pages plus 5 postscript figures",,,,"cond-mat.str-el cond-mat.supr-con",,"  Using both the density-matrix renormalization group method and the
constrained-path quantum Monte Carlo method, we have studied the ground-state
energies and the spin and hole densities of a $12 \times 3$ Hubbard model with
open boundary conditions and 6 holes doped away from half-filling. Results
obtained with these two methods agree well in the small and intermediate $U$
regimes. For $U/t \geq 6$ we find a ground-state with stripes.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 21:37:22 GMT""}]","2007-05-23"
"cond-mat/9712019","Frederic Lesage","F. Lesage, H. Saleur","Boundary interactions changing operators and dynamical correlations in
  quantum impurity problems","4 pages, revtex",,"10.1103/PhysRevLett.80.4370",,"cond-mat hep-th",,"  Recent developments have made possible the computation of equilibrium
dynamical correlators in quantum impurity problems. In many situations however,
one is rather interested in correlators subject to a non equilibrium initial
preparation; this is the case for instance for the occupation probability
$P(t)$ in the double well problem of dissipative quantum mechanics (DQM). We
show in this paper how to handle this situation in the framework of integrable
quantum field theories by introducing ``boundary interactions changing
operators''. We determine the properties of these operators by using an
axiomatic approach similar in spirit to what is done for form-factors. This
allows us to obtain new exact results for $P(t)$; for instance, we find that
that at large times (or small $g$), the leading behaviour for $g < 1/2}$ is
$P(t)\propto e^{-\Gamma t}\cos\Omega t$, with the universal ratio.
$\Omega/\Gamma = \cot {\pi g}/{2(1-g)}$.
","[{""version"":""v1"",""created"":""Mon, 1 Dec 1997 22:50:57 GMT""}]","2009-10-30"
"cond-mat/9712020","Konstantin Matveev","I.L. Aleiner and K.A. Matveev","Shifts of Random Energy Levels by a Local Perturbation","4 pages",,"10.1103/PhysRevLett.80.814",,"cond-mat.mes-hall",,"  We consider the effect of a local perturbation on the energy levels of a
system described by random matrix theory. An analytic expression for the joint
distribution function of initial and final energy levels is obtained. In the
case of unitary ensemble we also find the two-point correlation function of
initial and final densities of states.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 00:42:49 GMT""}]","2009-10-30"
"cond-mat/9712022","A. K. Kolezhuk","A. K. Kolezhuk and H.-J. Mikeska","Mixed spin ladders with exotic ground states","8 pages, 2 figures, RevTeX, uses psfig.sty","Eur. Phys. J. B v.5, 543 (1998)","10.1007/s100510050475",,"cond-mat.str-el",,"  We study the ""mixed spin"" isotropic ladder system having S=1 spins on one leg
and S=1/2 spins on the other, with general-type exchange interactions between
spins on neighboring rungs. A set of model Hamiltonians with exact ground
states in the form of a certain matrix product wave function is obtained. We
show that sufficiently strong frustration can lead to exotic singlet ground
states with infinite (exponential) degeneracy. We also list a couple of rather
simple models with nontrivial ground states, including a model with only
bilinear exchange.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 08:47:06 GMT""}]","2009-10-30"
"cond-mat/9712023","Alexander E. Dubinov","Yu.B.Kudasov (Russian Federal Nuclear Center - VNIIEF, Sarov, Russia)","Nearest-Neighbor Correlations in Hubbard Model","minor revisions (additional figure, fig2 is redrawn, et al.) 8 pages,
  3 Post Script figures, RevTex; accepted to Phys.Lett.A",,"10.1016/S0375-9601(98)00391-0",,"cond-mat.str-el",,"  The Hubbard Hamiltonian is investigated by means of a variational trial wave
function of Gutzwiller's type. The wave function includes nearest - neighbor
correlations in an explicit form. To calculate density matrices the method of
Kikuchi's pseudoensemble is used. The case of half-filled fermionic band
carefully investigated in the limit of a large number of lattice sites. The
ground state energy and correlation functions are determined for lattices with
z=2,4 and 6 nearest neighbors.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 12:23:00 GMT""},{""version"":""v2"",""created"":""Fri, 15 May 1998 06:40:33 GMT""}]","2009-10-30"
"cond-mat/9712024","Slava Yukalov","V. I. Yukalov and E. P. Yukalova","Evaporation and Condensation of Clusters","1 file, 15 pages, RevTex, 4 tables","Physica A 223 (1996) 15-33","10.1016/0378-4371(95)00303-7",,"cond-mat.stat-mech",,"  Influence of surrounding matter on the properties of clusters is considered
by an approach combining the methods of statistical and quantum mechanics. A
cluster is treated as a bound N-particle system and surrounding matter as
thermostat. It is shown that, despite arbitrary strong interactions between
particles, cluster energy can be calculated by using the controlled
perturbation theory. The accuracy of the latter is found to be much higher than
that of the quasiclassical approximation. Spectral distribution is obtained by
minimizing conditional entropy. Increasing the thermostat temperature leads to
the depletion of bound states. The characteristic temperature when bound states
become essentially depleated defines the temperature of cluster evaporation.
The inverse process of lowering the thermostate temperature, yielding the
filling of bound states, corresponds to cluster condensation.
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 12:23:47 GMT""}]","2015-06-25"
"cond-mat/9712025","Claudio Scherer","Claudio Scherer, Hans-Georg Matuttis","Rotational Dynamics of the Magnetic Particles in Ferrofluids","21 pages, 6 figures, revtex",,,,"cond-mat.stat-mech",,"  A new theory for the dynamics of the magnetic particles and their magnetic
moments in ferrofluids is developed. Based on a generalized Lagrangian
formulation for the equations of motion of the colloidal particle, we introduce
its interaction with the solvent fluid via dissipative and random noise
torques, as well as the interactions between the particle and its magnetic
moment, treated as an independent physical entity and characterized by three
generalized coordinates, its two polar angles and its modulus. It has been
recognized recently that inertial effects, as well as the particle's rotational
Brownian motion, may play important roles on the dynamic susceptibility of a
class of magnetic fluids. No satisfactory theory existed, up to now, that takes
this effects into account. The theory presented here is a first-principles
3-dimensional approach, in contrast to some phenomenological 2-dimensional
approaches that can be found in the recent literature. It is appropriate for
superparamagnetic, non-superparamagnetic and mixed magnetic fluids. As a simple
application, the blocked limit (magnetic moment fixed in the particle) is
treated numerically. The rotational trajectory of the particles in presence of
a magnetic field, as well as the response functions and dynamic susceptibility
matrices are explicitly calculated for some values of the parameters
","[{""version"":""v1"",""created"":""Tue, 2 Dec 1997 13:29:08 GMT""}]","2007-05-23"
