"astro-ph/9706142","Julie E. McEnery","J. Quinn, I.H. Bond, P.J. Boyle, J.H. Buckley, S.M. Bradbury, A.C.
  Breslin, A.M. Burdett, J. Bussons Gordo, D.A. Carter-Lewis, M.Catanese, M.F.
  Cawley, D.J. Fegan, J.P. Finley, J.A. Gaidos, A. Hall, A.M. Hillas, F.
  Krennrich, R.C. Lamb, R.W. Lessard, C. Masterson, J.E.McEnery, G. Mohanty, P.
  Moriarty, A.J. Rodgers, H.J. Rose, F.W. Samuelson, G.H. Sembroski, R.
  Srinivasan, T.C. Weeke, and J. Zweerink","TeV Observations of the Variability and Spectrum of Markarian 501","4 pages, 2 figures, to appear in proceedings of 25th ICRC (Durban)",,,,"astro-ph",,"  Markarian 501 is only the second extragalactic source to be detected with
high statistical certainty at TeV energies; it is similar in many ways to
Markarian 421. The Whipple Observatory gamma-ray telescope has been used to
observe the AGN Markarian 501 in 1996 and 1997, the years subsequent to its
initial detection. The apparent variability on the one-day time-scale observed
in TeV gamma rays in 1995 is confirmed and compared with the variability in
Markarian 421. Observations at X-ray and optical wavelengths from 1997 are also
presented.
","[{""version"":""v1"",""created"":""Sun, 15 Jun 1997 19:46:20 GMT""}]","2007-05-23"
"astro-ph/9706153","Daniela Bettoni","Chiara Brocca, Daniela Bettoni and Giuseppe Galletta","The visible environment of polar ring galaxies","Accepted for publication in Astron. Astrophys. Main Journal, 9 pages
  including 3 postscript figures",,,,"astro-ph",,"  A statistical study of the environment around Polar Ring Galaxies is
presented. Two kinds of search are performed: 1) a study of the concentration
and diameters of all the objects surrounding the Polar Rings, within a search
field 5 times the ring diameter. New magnitudes for polar ring galaxies are
presented. 2) a search, in a wider field, for galaxies of similar size that may
have encountered the polar ring host galaxy in a time of the order of 1 Gyr.
Differently from the results of similar searches in the fields of active
galaxies, the environment of the Polar Ring Galaxies seems to be similar to
that of normal galaxies.This result may give support to the models suggesting
long times for formation and evolution of the rings. If the rings are old (and
stable or in equilibrium), no traces of the past interaction are expected in
their surroundings. In addition, the formation of massive polar rings, too big
to derive from the ingestion of a present-day dwarf galaxy, may be easily
placed in epochs with a higher number of gas-rich galaxies.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:16:21 GMT""}]","2007-05-23"
"astro-ph/9706155","Sabrina de Grandi","S. De Grandi, S. Molendi, H. B\""ohringer, G. Chincarini and W. Voges","The Steepness Ratio Technique: A New Method to analyze ROSAT All-Sky
  Survey Extended Sources","22 pages, 18 figures, LaTeX file, uses aaspp4.sty. Accepted for
  publication in Astrophysical Journal, Vol. 486, Sept 10, 1997",,"10.1086/304543",,"astro-ph",,"  In this first paper of a series we develop a new technique to analyze
clusters of galaxies observed during the ROSAT All-Sky Survey (RASS). We call
this method the Steepness Ratio Technique (SRT). The SRT uses the convolution
between the real RASS point-spread function and the cluster emission profile
assumed to be a beta-model with the beta parameter fixed to the value of 2/3.
From the convolved source emission profile the SRT extracts total flux and
extension (i.e., core radius) for each cluster. Using the Steepness Ratio (SR)
and a control sample of RASS pointlike sources we are able to assign to each
RASS source a model-independent probability of extension. Potential biases
arising from the hypotheses of a beta-model emission profile and from a fixed
beta value are quantified. Tests with control samples of optically identified
sources extracted from both the ROSAT survey database and from the ROSAT-PSPC
pointed observations archive are performed to check the SRT output. We find
that the source properties derived using the SRT on RASS data are consistent
with those determined from ROSAT-PSPC pointed observations.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 15:08:23 GMT""}]","2009-10-30"
"cond-mat/9706147","Stephan Haas","T.M. Rice, Stephan Haas, Manfred Sigrist, and Fu-Chun Zhang","Lightly Doped t-J Three-Leg Ladders - an Analog for the Underdoped
  Cuprates","RevTex, 36 pages with 16 figures",,"10.1103/PhysRevB.56.14655",,"cond-mat.str-el",,"  The three-leg ladder has one odd-parity and two even-parity channels. At low
doping these behave quite differently. Numerical calculations for a t-J model
show that the initial phase upon hole doping has two components - a conducting
Luttinger liquid in the odd-parity channel, coexisting with an insulating (i.e.
undoped) spin liquid phase in the even-parity channels. This phase has a
partially truncated Fermi surface and violates the Luttinger theorem. This
coexistence of conducting fermionic and insulating paired bosonic degrees of
freedom is similar to the recent proposal of Geshkenbein, Ioffe, and Larkin for
the underdoped spin-gap normal phase of the cuprates. A mean field
approximation is derived which has many similarities to the numerical results.
One difference however is an induced hole pairing in the odd-parity channel at
arbitrary small dopings, similar to that proposed by Geshkenbein, Ioffe, and
Larkin for the two-dimensional case. At higher dopings, we propose that a
quantum phase transition will occur as holes enter the even-parity channels,
resulting in a Luther-Emery liquid with hole pairing with essentially d-wave
character. In the mean field approximation a crossover occurs which we
interpret as a reflection of this quantum phase transition deduced from the
numerical results.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 12:16:26 GMT""},{""version"":""v2"",""created"":""Tue, 17 Jun 1997 06:40:44 GMT""}]","2009-10-30"
"cond-mat/9706154","Nigel Wilding","A.D. Bruce, N.B. Wilding and G.J. Ackland","Free energies of crystalline solids: a lattice-switch Monte Carlo method","5 pages Revtex, 3 figures",,"10.1103/PhysRevLett.79.3002",,"cond-mat.stat-mech",,"  We present a method for the direct evaluation of the difference between the
free energies of two crystalline structures, of different symmetry. The method
rests on a Monte Carlo procedure which allows one to sample along a path,
through atomic-displacement-space, leading from one structure to the other by
way of an intervening transformation that switches one set of lattice vectors
for another. The configurations of both structures can thus be sampled within a
single Monte Carlo process, and the difference between their free energies
evaluated directly from the ratio of the measured probabilities of each. The
method is used to determine the difference between the free energies of the fcc
and hcp crystalline phases of a system of hard spheres.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 10:01:10 GMT""}]","2009-10-30"
"cond-mat/9706155","Andrea Damascelli","A. Damascelli (1), K. Schulte (1), D. van der Marel (1), M. Fath (2)
  and A. A. Menovsky (3) ((1) University of Groningen, (2) University of Leiden
  and (3) University of Amsterdam)","Optical phonons in the reflectivity spectrum of FeSi","Revtex, 7 pages, 1 picture in GIF format. For a hard-copy please send
  a message to damascel@phys.rug.nl)","Physica B 230-232 (1997) 787-789","10.1016/S0921-4526(96)00840-X","GMGd-06-97-2","cond-mat.str-el",,"  We measured the reflectivity of a single crystal of FeSi from the
far-infrared to the visible region (50-20000 wavenumber), varying the
temperature between 4 and 300 K. The optical conductivity function was obtained
via Kramers-Kronig analysis. We observed a dirty metal-like behavior at room
temperature and the opening of a gap of 70 meV at low temperature. The results
of a group theoretical analysis of the lattice vibrational modes are presented
and compared to the experimental data. Of the five optical phonons expected for
this material only four have been observed in the far-infrared region.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 10:56:05 GMT""}]","2009-10-30"
"cond-mat/9706156","Ujino Hideaki","Miki Wadati and Hideaki Ujino","The Calogero Model: Integrable Structures and Orthogonal Basis","14pages, LaTeX file using fleqn.sty, to appear in the proceedings of
  the Workshop on the Calogero-Moser-Sutherland models in the CRM Series in
  Mathematical Physics (Springer-Verlag)",,,"UT/Wu016","cond-mat.stat-mech hep-th math.QA nlin.SI q-alg solv-int",,"  Integrability, algebraic structures and orthogonal basis of the Calogero
model are studied by the quantum Lax and Dunkl operator formulations. The
commutator algebra among operators including conserved operators and
creation-annihilation operators has the structure of the W-algebra. Through an
algebraic construction of the simultaneous eigenfunctions of all the commuting
conserved operators, we show that the Hi-Jack (hidden-Jack) polynomials, which
are an multi-variable generalization of the Hermite polynomials, form the
orthogonal basis.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 11:25:18 GMT""}]","2008-02-03"
"cond-mat/9706157","Dr David R. Leadley","D.R. Leadley, R.J. Nicholas, D.K. Maude, A.N. Utjuzh, J.C. Portal,
  J.J. Harris and C.T. Foxon","Fractional Quantum Hall Effect Measurements at Zero g-Factor","7 pages retex + 4 ps figs",,"10.1103/PhysRevLett.79.4246",,"cond-mat.mes-hall",,"  Fractional quantum Hall effect energy gaps have been measured in GaAs/GaAlAs
heterojunctions as a function of Zeeman energy, which is varied by applying
hydrostatic pressure up to 20 kbar. The gap at v=1/3 decreases with pressure
until the g-factor changes sign when it again increases. The behavior is
similar to that seen at v=1 and shows that excitations from the 1/3 ground
state can be spin-like in character. At small Zeeman energy, the excitation
appears to consist of 3 spins and may be interpreted as a small composite
skyrmion.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 12:09:17 GMT""}]","2009-10-30"
"cond-mat/9706158","Regis Melin","M. Fabrizio and R. M\'elin (SISSA, Trieste)","A single chain analysis of doped quasi one dimensional spin 1 compounds:
  paramagnetic versus spin 1/2 doping","13 pages, 7 included figures","J. Phys:Condens. Matter 9 (1997) 10429-10438","10.1088/0953-8984/9/47/011",,"cond-mat",,"  We present a numerical study of single chain models of doped spin 1
compounds. We use low energy effective one-dimensional models for both the
cases of paramagnetic and spin-1/2 doping. In the case of paramagnetic doping,
the effective model is equivalent to the bond disordered spin-1/2 chain model
recently analyzed by means of real space renormalization group by Hyman and
Yang. By means of exact diagonalizations in the XX limit, we confirm the
stability of the Haldane phase for weak disorder. Above a critical amount of
disorder, the effective model flows to the so called random singlet fixed
point. In the case of spin-1/2 doping, we argue that the Haldane phase should
be destabilized even for weak disorder. This picture is not in contradiction
with existing experimental data. We also discuss the possible occurrence of
(unobserved) antiferromagnetically ordered phases.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 13:59:59 GMT""}]","2009-10-30"
"cond-mat/9706159","Daniel","D. M. Danchev, J. G. Brankov and M. E. Amin (Institute of Mechanics,
  Bulgarian Academy of Sciences)","Surface critical exponents for a three-dimensional modified spherical
  model","15 pages LATEX, no figures, uses ioplppt.sty file, to appear in J.
  Phys. A; related articles available on http://daniel.imbm.acad.bg",,"10.1088/0305-4470/30/16/009",,"cond-mat.stat-mech",,"  A modified three-dimensional mean spherical model with a L-layer film
geometry under Neumann-Neumann boundary conditions is considered. Two spherical
fields are present in the model: a surface one fixes the mean square value of
the spins at the boundaries at some $\rho > 0$, and a bulk one imposes the
standard spherical constraint (the mean square value of the spins in the bulk
equals one). The surface susceptibility $\chi_{1,1}$ has been evaluated
exactly. For $\rho =1$ we find that $\chi_{1,1}$ is finite at the bulk critical
temperature $T_c$, in contrast with the recently derived value $\gamma_{1,1}=1$
in the case of just one global spherical constraint. The result
$\gamma_{1,1}=1$ is recovered only if $\rho =\rho_c= 2-(12 K_c)^{-1}$, where
$K_c$ is the dimensionless critical coupling. When $\rho > \rho_c$,
$\chi_{1,1}$ diverges exponentially as $T\to T_c^{+}$. An effective hamiltonian
which leads to an exactly solvable model with $\gamma_{1,1}=2$, the value for
the $n\to \infty $ limit of the corresponding O(n) model, is proposed too.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:27:10 GMT""}]","2009-10-30"
"gr-qc/9706045","Eanna Flanagan","Eanna E. Flanagan","General-relativistic coupling between orbital motion and internal
  degrees of freedom for inspiraling binary neutron stars","22 pages, 2 figures. Replaced 13 July: proof corrected, result
  unchanged","Phys.Rev. D58 (1998) 124030","10.1103/PhysRevD.58.124030",,"gr-qc astro-ph",,"  We analyze the coupling between the internal degrees of freedom of neutron
stars in a close binary, and the stars' orbital motion. Our analysis is based
on the method of matched asymptotic expansions and is valid to all orders in
the strength of internal gravity in each star, but is perturbative in the
``tidal expansion parameter'' (stellar radius)/(orbital separation). At first
order in the tidal expansion parameter, we show that the internal structure of
each star is unaffected by its companion, in agreement with post-1-Newtonian
results of Wiseman (gr-qc/9704018). We also show that relativistic interactions
that scale as higher powers of the tidal expansion parameter produce
qualitatively similar effects to their Newtonian counterparts: there are
corrections to the Newtonian tidal distortion of each star, both of which occur
at third order in the tidal expansion parameter, and there are corrections to
the Newtonian decrease in central density of each star (Newtonian ``tidal
stabilization''), both of which are sixth order in the tidal expansion
parameter. There are additional interactions with no Newtonian analogs, but
these do not change the central density of each star up to sixth order in the
tidal expansion parameter. These results, in combination with previous analyses
of Newtonian tidal interactions, indicate that (i) there are no large
general-relativistic crushing forces that could cause the stars to collapse to
black holes prior to the dynamical orbital instability, and (ii) the
conventional wisdom with respect to coalescing binary neutron stars as sources
of gravitational-wave bursts is correct: namely, the finite-stellar-size
corrections to the gravitational waveform will be unimportant for the purpose
of detecting the coalescences.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 14:10:09 GMT""},{""version"":""v2"",""created"":""Tue, 14 Jul 1998 01:17:31 GMT""}]","2009-10-30"
"gr-qc/9706047","Madore","J. Madore","Fuzzy Surfaces of Genus Zero","11 pages, Latex","Class.Quant.Grav. 14 (1997) 3303-3312; Erratum-ibid. 15 (1998) 479","10.1088/0264-9381/14/12/014","Orsay Preprint 97/26","gr-qc hep-th",,"  A fuzzy version of the ordinary round 2-sphere has been constructed with an
invariant curvature. We here consider linear connections on arbitrary fuzzy
surfaces of genus zero. We shall find as before that they are more or less
rigidly dependent on the differential calculus used but that a large number of
the latter can be constructed which are not covariant under the action of the
rotation group. For technical reasons we have been forced to limit our
considerations to fuzzy surfaces which are small perturbations of the fuzzy
sphere.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 13:55:54 GMT""}]","2009-10-30"
"gr-qc/9706048","Eue Jin Jeong","Eue Jin Jeong","Non-Newtonian Dynamic Gravitational Field from The Longitudinally
  Asymmetric Rotating Objects","12 pages, Latex, 4 Postscript figures",,,,"gr-qc",,"  The dynamic shift of the center of mass for a rotating hemisphere prompts us
the question of what might be its physical consequences. Despite the fact that
accelerating object is known to create gravitational field, there is no known
external dynamic gravitational force from a rotating sphere where the
individual mass components are in constant acceleration. However, Thirring's
`induced centrifugal force' and the component of the force along the
longitudinal axis inside a rotating spherical shell indicate that they are
non-radiative dynamic forces which depend on $\omega^2$. In this report,
Thirring's force is derived by considering the component-wise acceleration of
the rotating hemisphere in the weak field approximation. This new analytic
solution provides the gravitational explanation of the jet phenomena observed
from the fast rotating cosmological bodies, which demands a major revision in
our understanding of the universe since it suggests there exists a strong, long
ranged, non-Newtonian dynamic gravitational force in our universe. This also
raises an interesting question of how the strength of the dipole moment can be
maximized for a given mass by configuring the specific geometrical shape of the
rotating source.
","[{""version"":""v1"",""created"":""Mon, 16 Jun 1997 15:15:51 GMT""}]","2007-05-23"
